a,Unnamed: 0,company_name,email,home_page,phone_number,street_address,url
1838,,RTS LOGISTICS LIMITED,info@rtslogistics.net,www.rtslogistics.net,+880 (0)2 895 7950,"Road No 7, House No 08 (5th Floor) Sector No 09, Uttara, Dhaka 1230, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_07.html
1839,,RUPALI AGENCY,rupaliagency@hotmail.com,,+880 (0)2 892 0599,"Kha 14/5 Ikhwan Monjil, Beparipara, Khilkhet, Dhaka, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_07.html
1840,,UNITED FREIGHT SYSTEMS,dhaka@unitedbd.com,www.unitedbd.com,+880 (0)2 935 1493,"41/4 Siddeswari Road, 2nd Bldg, Ground Fl, Dhaka 1217, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_07.html
1841,,WATER BRIDGE SHIPPING SERVICES LTD,info@watershipbridgeshipping.com,,+880 (0)2 814 3981,"128/4 East Tejturi Bazar 1st Floor, Kawran Bazar, Dhaka 1215, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_07.html
1842,,WG (BD) EXPRESS LINES,dipesh@worldgatebd.com,,+880 (0)2 987 3105,"B S Tower (1st Floor), House #05, Road No #09, South Baridhara R/A, Marul Badda, Dhaka 1212, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_07.html
1843,,WORLDLINK TRANSPORTATION (PVT) LTD,jaff@lssgroup-bd.com,www.lssgroup-bd.com,+880 (0)2 831 5621,"Skylark Point (8th Floor), 175 Shahid Nazrul Islam Sharani, Bijoy Nagar, Dhaka 1000, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_07.html
1844,,ZAHAD FREIGHT INTERNATIONAL,zahad_freight@yahoo.com,www.zahadfreight-bd.com,+880 (0)2 988 0733,"59 Shahid Tajuddin Ahmed Sarani (1st Fl), Rasulbagh Mohakhali, Dhaka 1212, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_07.html
1845,,ZENITH LOGISTIC LTD,s.hasan@zenithbd.net,www.zenithbd.net,+880 (0)2 895 4021,"House B181, Road 23, New DOHS, Mohakhali, Dhaka 1206, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_07.html
1846,,ZOOM LOGISTICS LTD,zoommkt@1postbox.com,www.zoomlogistics-bd.com,+880 (0)2 815 2771,"60 Lake Circus, Suite C-6, Kalabagan, Dhaka 1205, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_07.html
1847,,TWEXPRESS,twexpress@deshbd.com,www.twebd.com,+880 (0)2 885 8333,"House #143 (2nd Floor), Lane #4, Eastern Road, New DOHS, Mohakhali, Dhaka 1206, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_07.html
1848,,UNI-LOGISTICS INTERNATIONAL,,www.oclbd.com,+880 (0)2 812 5538,"8th Floor, 13 Kawran Bazar C/A, Dhaka 1215, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_07.html
1849,,UNIVERSAL LOGISTICS LTD,unilog@bangla.net,,+880 (0)2 936 0423,"Mouchak Tower (11th Floor), 83/B Siddhwswar Circular Road, Manibag, Dhaka 1217, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_07.html
1850,,UTI PERSHIP (PVT) LTD,utdac@pership.com,www.go2uti.com,+880 (0)2 988 6874,"Red Crescent Concord Tower, 16th Floor, 17 Mokhakhali C/A, Dhaka, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_07.html
1851,,WAC LOGISTICS LIMITED,ops@wacbangladesh.com,www.wacbangladesh.com,+880 (0)2 882 7610,"Safura Tower, 7th Floor, 20 Kemal Ataturk Avenue, Banani C/A, Dhaka 1213, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_07.html
1852,,WATER BRIDGE SHIPPING SERVICES LTD,info@wbslbd.org,www.wbslbd.org,+880 (0)2 814 3981,"128/4 East Tejturi Bazar, 1st Floor, Karwan Bazar, Dhaka 1215, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_07.html
1853,,DECENT LOGISTIC INTERNATIONAL,info@decentli.com,www.decentli.com,+880 (0)2 988 3802,"GA-19, Mohakhali C/A, Gulshan, Dhaka 1212, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_07.html
1854,,BADAL AND COMPANY,abdullah@badalandco.com,www.badalandco.com,+880 (0)2 933 8281,"27/1 Kakrail Road (Ground Floor), Dhaka 1000, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_07.html
1855,,BEACON CARGO EXPRESS,bcexpress@bracnet.net,,+880 (0)2 934 3562,"Flat #C-1/B (1st Floor), Beacon Nurjahan Tower, 57 Shahid Salina Pervin Road, Bara Moghbazar 1217, Dhaka, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_07.html
1856,,ATLANTIC CONTAINER LINE LTD,bikash@atlanticbd.net,www.atlanticbd.net,+880 (0)2 989 1902,"Road No 26, House No 349 (2nd Floor), New DOHS, Mohakhali, Dhaka 1206, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_07.html
1857,,ATLAS LOGISTICS PVT LTD,rinku@bd.atlaslogistics.co.in,www.atlaslogistics.co.in,+880 (0)2 934 1758,"Mahatab Center (4th Floor), Suite #3, 177 Sahid Nazrul Islam Sarani, Bijoy Nagar, Dhaka 1000, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_07.html
1858,,AWARDS TRANSPORTATION LTD,awards@citech.net,www.awardstrs.com,+880 (0)2 933 5470,"1st Floor, Mukta Bhaban, 193/F Fakirapool Road, Motijheel Commercial Area, Dhaka 1000, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_07.html
1859,,ASIA SHIPPING NVOCC LTD,,,+880 (0)2 892 3052,"Airfreight Terminal, Room 103, Dhaka Int'l Airport, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_08.html
1860,,ASSOCIATES CARGO LTD,aclmannan@gmail.com,www.acl.net.bd,+880 (0)2 986 1523,"Road No 15, House No 4, Block D, Flat C2 (4th Floor), Banani, Dhaka 1213, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_08.html
1861,,ARYAN GLOBAL LOGISTICS,mizan@aryanglobalbd.com,www.aryanglobalbd.com,+880 (0)2 896 1841,"House #20, Road #5, Sector #01, Uttara 1230, Dhaka, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_08.html
1862,,ARCH LOGISTICS SERVICES LTD (INT\'L AIR & SEA FREI...,alsl@citechco.net,www.stormloader.com/arch,+880 (0)2 933 1384,"40/3, Inner Circular Road (3rd Floor), Naya Paltan, Dhaka 1000, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_08.html
1863,,ARIES LOGISTICS BANGLADESH LTD,jasim@arieslogistics.com,www.arieslogistics.com,+880 (0)31 712 806,"House #430, 5th Floor, Road #8, DOHS Baridhara, Dhaka 1206, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_08.html
1864,,ANGEL SHIPPING LTD,info@angelshippingbd.com,www.angelshippingbd.com,+880 (0)2 935 9178,"Paltan Tower, 7th Floor, Suite #707, 87 Purana Paltan Line, Dhaka 1000, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_08.html
1865,,ALPHA AIR & OCEAN SERVICES,pintu.shipping@gmail.com,www.alphafreights.com,+880 (0)19 1408 5092,"House #353 (4th Floor), Road #27, New DOHS Mohakhali, Dhaka 1206, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_08.html
1866,,ALPHA LOGISTICS LIMITED,noor@alphagroupbd.com,www.alphagroupbd.com,+880 (0)2 883 4242,"Navana Tower (21st Floor) Apartment, No # 21C 45 Gulshan-1 C/A, Dhaka 1212, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_08.html
1867,,ANCHOR INTERNATIONAL LTD,anchorin@bdcom.com,,+880 (0)2 711 8355,"26 Shahid Nazrul Islam Road (Hatkola), Delwar Complex (3rd Floor), Room 10, Dhaka 1203, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_08.html
1868,,ALLIED CONSOLIDATION SERVICES,sohorab.allied@gmail.com,www.allieddhk.com,+880 (0)2 933 5342,"604 Bara Mogh Bazar (1st Floor), Dhaka 1217, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_08.html
1869,,ALL-TRANS CARGO SERVICES LTD,info@alltranscargo.net,www.alltranscargobd.com,+880 (0)2 988 4434,"Flat A/3, House 74, Road 21, Block B, Banani 1213, Dhaka, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_08.html
1870,,ALL-TRANS CARGO SERVICES LTD,,www.alltranscargobd.com,+880 (0)1711 696214,"Dhaka Airport, Road 12, House 4, Sector 1, Uttara Model Town, Dhaka, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_08.html
1871,,ALLEGRO LOGISTICS LIMITED,allegro@dhaka.net,www.allegrobd.com,+880 (0)2 935 0777,"107 Kakrail, 2nd Floor, Ramna, Dhaka 1000, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_08.html
1872,,ALLFREIGHT,allfreight@dhaka.net,,+880 (0)2 887 2723,"House No 364 (1st Floor), Road No 27, New DOHS, Mohakhali, Dhaka 1206, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_08.html
1873,,AIRSEA EXPRESS,enayet@airsea-bd.com,www.airsea-bd.com,+880 (0)2 891 1218,"House No 7, Road No 7, Sector No 1, Uttara, Dhaka 1230, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_08.html
1874,,SKY SEA LOGISTICS,skysealog@dhaka.net,,+880 (0)2 911 7957,"194 Shahjahan Road (3rd Floor), Mohammadpur, Dhaka 1207, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_08.html
1875,,SKYLINK LOGISTICS LTD,skylink@skylink-bd.net,www.skylink-bd.net,+880 (0)2 881 3704,"House #259, Lake Road, Lane No 19, New DOHS, Mohakhali, Dhaka, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_08.html
1876,,SOLIDAN MARINE LIMITED,habibul@hbizz.com,www.hbizz.com,+880 (0)2 812 3635,"Unique Trade Centre, Level 11, Suite 02, Kawan Bazar, 8 Panthapath, Dhaka 1215, Bangladesh, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_08.html
1877,,SOUTH EAST ASIA ENTERPRISE,southeastasia08@yahoo.com,,+880 (0)2 895 8092,"House #17 (Gr.floor), Road #10, Sector #1, Uttara 1230, Dhaka, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_08.html
1878,,SOUTH EAST ASIA ENTERPRISE,southeastasia08@yahoo.com,,+880 (0)2 895 8092,"97 Irshal Uttara, Dhaka 1230, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_08.html
1879,,SPEED LOGISTICS (BD) LTD,mainul@speed-bd.net,www.speed-bd.net,+880 (0)2 988 7250,"House No 57 4th Floor, Road No 13 Block-E, Banani, Dhaka 1213, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_08.html
1880,,SPEED LOGISTICS (BD) LTD,sales@speed-bd.net,www.speed-bd.net,,"Kushol Centre, 2nd Floor, Plot #29, Sector #3, Uttara C/A, Dhaka Airport 1230, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_08.html
1881,,SPEEDMARK TRANSPORTATION (BD) LTD,info@speedmarkbd.com,www.speedmark.com,+880 (0)2 988 6634,"Land Mark Building, 12-14 Gulshan North Commercial Area, Dhaka, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_08.html
1882,,STAR LINK FREIGHT LTD,ohaq@starlink.com.bd,www.starlink.com.bd,+880 (0)2 988 3081,"House #364, Road #27, New DOHS, Mohakali, Dhaka 1206, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_08.html
1883,,SKY LOGISTICS (BD) LIMITED,info@skylogisticsbd.com,www.skygroup.com.bd,+880 (0)171 159 5831,"ABC House (Level-4), 8 Kemal Ataturk Avenue, Banani C/A, Dhaka 1213, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_08.html
1884,,SKY FREIGHT INT\'L LTD,q.n.nazma@sky-freight.com,www.sky-freight.com,+880 (0)2 895 7479,"House #9 (F-5, 3rd Floor), Road #10/A, Sector #9, Uttara, Dhaka 1230, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_08.html
1885,,SISMAA FREIGHT INTERNATIONAL & SISMAA TRADE INT\'L...,sismaaforwarder@gmail.com,,+880 (0)2 893 1506,"10 Main Road, Mirpur, Dhaka 1216, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_08.html
1886,,SKY LOGISTICS (BD) LIMITED,info@skycapitalairlines.com,www.skygroup.com.bd,+880 (0)2 881 0802,"House-48 (Level 3), Road-11, Block-C, Banai, Dhaka 1213, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_08.html
1887,,SHARP CARGO LOGISTICS LTD,ops@sharpcargo.com.bd,www.sharpcargo.com.bd,+880 (0)2 895 6115,"Utiara Tower (5th Fl), L, Jashim Uddin Avenue, Sector TT 03, Utiara, Dhaka 1230, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_08.html
1888,,SHIPCARE LOGISTICS,monir@shipcarebd.com,www.shipcarebd.com,+880 (0)37 7200 9798,"Building: 64, Road: 1, Block: I, Banani, Dhaka 1213, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_08.html
1889,,SILK CONTAINER LINES LTD,sultan@silk-container.com,www.silk-container.com,+880 (0)2 862 2364,"Chandrashila Suvastu Tower, 11th Floor, 69/1 Green Road, Panthapath, Dhaka 1205, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_09.html
1890,,SIMPLYFLY AIRWAYS,sharif@simplyflyair.com,www.simplyflyair.com,+880 (0)2 883 4032,"Hosaf High Tower (8 & 12th Floor), 9 Mohakhali C/A, Mohakhali, Gulshan, Dhaka 1212, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_09.html
1891,,RAMONS INTERNATIONAL LOGISTICS LTD,nahar@siriusbb.com,,+880 (0)2 989 8302,"House #105, Road #2, Block-A, Niketan, Gulshan 1, Dhaka 880, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_09.html
1892,,RAPID FREIGHT SERVICES LTD,rapidfrt@aitlbd.com,www.rapidfrtbd.com,+880 (0)2 934 4903,"83/C Siddeswori Circular Road, Mouchak Tower Level 7, Malibagh, Dhaka 1217, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_09.html
1893,,RAPID TRANS FREIGHT LTD,rapid2000@dhaka.net,www.rapidtransfreight.com,+880 (0)2 791 2404,"House 37, Road 01, Sector 04, Uttara, Dhaka 1230, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_09.html
1894,,RAPID TRANSIT FREIGHT LTD,mainul@raptransit.com,www.raptransit.com,+880 (0)2 891 5318,"House No 14 (2nd Floor), Road No 06, Sector No 01, Uttara, Dhaka 1230, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_09.html
1895,,RELIABLE EXPRESS LTD,info@reliable-exp.com,www.reliable-exp.com,+880 (0)2 865 3589,"Barek Mansion (6th Floor), 58/9 Free School Street, Box Kalvart Panthapath, Dhaka 1205, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_09.html
1896,,RMK WORLD FREIGHT LTD,info@rmkfreight.com,www.rmkfreight.com,+880 (0)2 841 0788,"House #365/1 (Ground Floor), Lane #06 (West), DOHS Baridhara, Dhaka 1206, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_09.html
1897,,RMK WORLD FREIGHT LTD,export@rmkfreight.com,,+880 (0)2 841 4898,"Dhaka Airport, House #07 (GF), Road #07, Sector #01, Uttara, Dhaka 1230, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_09.html
1898,,ROSE LOGISTICS SERVICES,sumon@roselogistics.com,,+880 (0)2 896 1575,"Syed Grand Center, Level-6, Plot-89, Road-28, Sector-7, Uttara, Dhaka 1230, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_09.html
1899,,ROYAL AIR SEA LOGISTICS,royalairsea@gmail.com,,,"House No 25 Road No 12, Khilkhat Nikunja 02, Dhaka 1229, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_09.html
1900,,RS TRADERS,rashed_oci@hotmail.com,,+880 (0)2 895 0828,"House #38 Road #01, Sector #05, Dhaka 1230, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_09.html
1901,,OCEAN BRIDGE SHIPPING SERVICES LTD,obss.dhk@gmail.com,,+880 (0)2 988 3877,"House #57 (4th floor), Road #13, Block #E, Bonani, Dhaka 1213, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_09.html
1902,,OCEAN-AIR FREIGHT SERVICES,oceanair@dhaka.net,www.oceanairfreight.com,+880 (0)2 895 0610,"4th Floor, A.K Tower, Plot No 113/C, Road No 7, Sector No 4, Uttara Model Town 1230, Dhaka, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_09.html
1903,,ONE CARGO LTD,info@onecargoltd.com,www.onecargoltd.com,+880 (0)2 833 3807,"35/A Purana Paltan Line, 1st Floor, VIP Road, Dhaka 1000, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_09.html
1904,,ONE FREIGHT EXPRESS,info@onefreightbd.com,www.onefreightbd.com,+880 (0)2 986 1246,"19 Lake Road, House 259, New DOHS, Mohakhali, Dhaka 1206, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_09.html
1905,,ONEWORLD FREIGHT SYSTEM,oneworldfs@yahoo.com,www.onefreightlbd.com,+880 (0)19 1351 3683,"150 Nahar Mansion, Motijheel C/A, Dhaka 1000, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_09.html
1906,,OVERSEAS CARGO INTERNATIONAL,rashed@sartexbd.com,www.overseascargo-bd.com,+880 (0)2 895 0828,"House No 19, Road No 15, Sector No 4 Uttara, Dhaka 1230, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_09.html
1907,,PLANET FREIGHT SERVICES LTD,info@planet-freight.com,,+880 (0)2 885 4791,"Suite #309, RM Center (3rd Floor), 101 Gulshan Avenue, Dhaka 1212, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_09.html
1908,,POWER TRANS LTD,amin@powertransltd.com,www.powertransbd.com,+880 (0)2 896 1437,"House #14, Road #4, Section #1, Uttara Model Town, Dhaka 1230, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_09.html
1909,,PRANTIK EXPRESS LTD,info@prantikexpress.com,www.prantikexpress.com,+880 (0)2 957 2320,"Sadharan Bima Sadan 8th Floor, 24-25 Dilkusha C/A, Dhaka 1000, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_09.html
1910,,PRECIOUS LOGISTICS LIMITED,precious@bangla.net,,+880 (0)2 885 1442,"Shaheen Shopping Complex, Suite 9 First Floor, New Airport Road, Dhaka 1206, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_09.html
1911,,PRIVILEGE LOGISTICS LTD,infopttl@agni.com,www.privilege-travels.com,+880 (0)2 885 0311/3,"Road No 23, House No 1 (Ground Floor), Gulshan-1, Dhaka 1212, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_09.html
1912,,PROGRESSIVE PACKERS & SHIPPERS (PVT) LTD,info@progressivepackers.com,www.progressivepackers.com,+880 (0)2 988 4530,"8 Mohakhali c/a (1st Floor), Dhaka 1212, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_09.html
1913,,PSR CARGO SERVICES LIMITED,info@psrbd.com,www.psrbd.com,+880 (0)2 956 6011,"Jesica Tower (4th Floor) Suite #509-510, 12 DIT Extn Avenue (East), Motijheel C/A, Bangladesh 1000, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_09.html
1914,,RADIANT FREIGHT SERVICES,dhaka@radiant-freight.com,www.radiant-freight.com,+880 (0)2 841 6215/6,"House #159, Road #1, Baridhara DOHS, Dhaka 1206, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_09.html
1915,,NILOY TRADING INTERNATIONAL,niloytradingbd@gmail.com,,+880 (0)2 865 1852,"63/64 Khazay Dewyan 2n lane (gr floor), Boxibazar, Lalbagh, Dhaka 1211, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_09.html
1916,,NITCO AIR EXPRESS,nitcoair@dhaka.net,www.nitcoairbd.com,+880 (0)2 896 1631,"House #8, Road #4, Sector #1, Uttara, Dhaka 1230, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_09.html
1917,,NOVO AVIATION SERVICES LTD,aviation@novocargo.net,www.novocargo.net,+880 (0)2 989 3065,"Novo Tower (13th Floor), 270 Tejgaon Industrial Area, Behind Nabisco Biscuit Factory, Dhaka 1208, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_09.html
1918,,NOVO CARGO SERVICES LTD,rahman@novocargo.net,www.novocargo.net,+880 (0)2 887 0901,"Novo Tower (13th Floor), 270 Tejgaon I/A, Dhaka 1208, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_09.html
1919,,NOVO CARGO SERVICES LTD,novoepz@novocargo.net,,+880 (0)2 778 9604,"DEPZ Main Building, Savar, Dhaka, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_10.html
1920,,MARSHAL LOGISTICS SERVICES,admin@marshalbangla.com,www.marshalbangla.com,+880 (0)2 831 5779,"TMC Building - 5th Floor, New Easkaton Road, Dhaka, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_10.html
1921,,MIDEX,,www.midexairlines.com,+880 (0)2 883 6261,"Hakam Foundation, House #98, Rd #11, Block N #11, Banani, Dhaka 1213, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_10.html
1922,,MIDWAY MERCHANTS LTD,info@mmlbd.info,www.mmlbd.info,+880 (0)02 831 2444,"29 Purana Paltan lane 2nd Floor, VIP Road, Dhaka 1000, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_10.html
1923,,MOBILINK CARGO LTD,younus@mobilinkcargo.com,www.mobilinkcargo.com,+880 (0)2 895 9748,"House #16 (G/F), Road #05, Sector #01, Uttara Model Town, Dhaka 1230, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_10.html
1924,,MONIR ENTERPRISE,aliarsad@monirenterprise.com,www.monirenterprise.com,+880 (0)2 895 3536,"House No 08, Road No 07, Sector No 09, Uttara, Dhaka 1230, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_10.html
1925,,N HAIDER & CO (PVT) LTD,info@nhaiderbd.com,www.nhaiderbd.com,+880 (0)2 814 2816,"Baitul Aman Tower (6th Floor), 840 Ring Road, Shyamoli, Mohammadpur, Dhaka 1207, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_10.html
1926,,NATIONAL CARGO SERVICES,dhaka@nationalgroupbd.com,www.nationalgroupbd.com,+880 (0)2 913 5031,"128/3 East Tejturi Bazar, Dhaka 1215, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_10.html
1927,,NAVANA LOGISTICS LTD,info@navana-logistics.com,www.navana.com,+880 (0)2 881 0836,"Tower Hamlet (3rd Floor), 16 Kemal Ataturk Avenue, Dhaka 1213, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_10.html
1928,,NEW AGE SHIPPING LTD,ahsan@newageship.com,www.newageship.com,+880 (0)2 712 3901,"Bhuiyan Mansion, 3rd Floor, Suite #18, 6 Motijheel C/A, Dhaka 1000, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_10.html
1929,,NEWPORT EXPRESS (BD) LTD,vitu@newportbd.com,www.newportbd.com,+880 (0)2 882 1826,"House No 64, Block No F, Road No 9, Banani, Dhaka 1213, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_10.html
